episodes,mean timesteps,mean reward,median reward,min reward,max reward,mc action
18800,34.52,-0.38,-1.0,-1,1,4
18900,35.29,-0.54,-1.0,-1,1,4
19000,36.03,-0.42,-1.0,-1,1,4
19100,36.85,-0.46,-1.0,-1,1,4
19200,37.5,-0.32,-1.0,-1,1,4
19300,38.03,-0.58,-1.0,-1,1,4
19400,38.4,-0.7,-1.0,-1,1,4
19500,38.95,-0.62,-1.0,-1,1,4
19600,39.49,-0.56,-1.0,-1,1,4
19700,39.88,-0.6,-1.0,-1,1,4
19800,40.28,-0.62,-1.0,-1,1,4
19900,40.87,-0.52,-1.0,-1,1,4
20000,41.46,-0.5,-1.0,-1,1,4
20100,42.04,-0.66,-1.0,-1,1,4
20200,42.55,-0.48,-1.0,-1,1,4
20300,42.94,-0.66,-1.0,-1,1,4
20400,43.4,-0.58,-1.0,-1,1,4
20500,43.84,-0.62,-1.0,-1,1,4
20600,44.37,-0.48,-1.0,-1,1,4
20700,44.81,-0.46,-1.0,-1,1,4
20800,45.37,-0.52,-1.0,-1,1,4
20900,45.91,-0.7,-1.0,-1,1,4
21000,46.35,-0.64,-1.0,-1,1,4
21100,46.77,-0.64,-1.0,-1,1,4
21200,47.45,-0.52,-1.0,-1,1,4
21300,47.99,-0.52,-1.0,-1,1,4
21400,48.51,-0.36,-1.0,-1,1,4
21500,49.02,-0.58,-1.0,-1,1,4
21600,49.6,-0.4,-1.0,-1,1,4
21700,50.12,-0.64,-1.0,-1,1,4
21800,50.6,-0.7,-1.0,-1,1,4
21900,51.08,-0.48,-1.0,-1,1,4
22000,51.65,-0.58,-1.0,-1,1,4
22100,52.14,-0.42,-1.0,-1,1,4
22200,52.64,-0.4,-1.0,-1,1,4
22300,53.14,-0.54,-1.0,-1,1,4
22400,53.61,-0.52,-1.0,-1,1,4
22500,54.08,-0.66,-1.0,-1,1,4
22600,54.51,-0.62,-1.0,-1,1,4
22700,54.99,-0.5,-1.0,-1,1,4
22800,55.35,-0.44,-1.0,-1,1,4
22900,55.78,-0.42,-1.0,-1,1,4
23000,56.18,-0.5,-1.0,-1,1,4
23100,56.63,-0.46,-1.0,-1,1,4
23200,57.08,-0.34,-1.0,-1,1,4
23300,57.45,-0.42,-1.0,-1,1,4
23400,57.89,-0.6,-1.0,-1,1,4
23500,58.34,-0.5,-1.0,-1,1,4
23600,58.8,-0.38,-1.0,-1,1,4
23700,59.27,-0.54,-1.0,-1,1,4
23800,59.51,-0.68,-1.0,-1,1,4
23900,59.95,-0.48,-1.0,-1,1,4
24000,60.2,-0.62,-1.0,-1,1,4
24100,60.49,-0.56,-1.0,-1,1,4
24200,60.79,-0.7,-1.0,-1,1,4
24300,61.11,-0.56,-1.0,-1,1,4
24400,61.26,-0.66,-1.0,-1,1,4
24500,61.44,-0.74,-1.0,-1,1,4
24600,61.87,-0.6,-1.0,-1,1,4
24700,62.25,-0.58,-1.0,-1,1,4
24800,62.62,-0.64,-1.0,-1,1,4
24900,63.01,-0.42,-1.0,-1,1,4
25000,63.19,-0.8,-1.0,-1,1,4
25100,63.39,-0.66,-1.0,-1,1,4
25200,63.74,-0.4,-1.0,-1,1,4
25300,64.1,-0.4,-1.0,-1,1,4
25400,64.47,-0.54,-1.0,-1,1,4
25500,64.68,-0.56,-1.0,-1,1,4
25600,64.9,-0.66,-1.0,-1,1,4
25700,65.11,-0.64,-1.0,-1,1,4
25800,65.48,-0.46,-1.0,-1,1,4
25900,65.83,-0.46,-1.0,-1,1,4
26000,66.22,-0.46,-1.0,-1,1,4
26100,66.6,-0.44,-1.0,-1,1,4
26200,67.03,-0.48,-1.0,-1,1,4
26300,67.45,-0.52,-1.0,-1,1,4
26400,67.97,-0.5,-1.0,-1,1,4
26500,68.43,-0.54,-1.0,-1,1,4
26600,68.69,-0.4,-1.0,-1,1,4
26700,68.93,-0.7,-1.0,-1,1,4
