episodes,mean timesteps,mean reward,median reward,min reward,max reward,stop,up,left,down,right,bomb
26040, 28.6, -1.0, -1.0, -1, -1, 0.1621129326047359, 0.1894353369763206, 0.2040072859744991, 0.17486338797814208, 0.14389799635701275, 0.12568306010928962
26060, 20.2, -1.0, -1.0, -1, -1, 0.15674603174603174, 0.19642857142857142, 0.1884920634920635, 0.1765873015873016, 0.1746031746031746, 0.10714285714285714
26080, 18.6, -1.0, -1.0, -1, -1, 0.16034482758620688, 0.15517241379310345, 0.19655172413793104, 0.18275862068965518, 0.2, 0.10517241379310345
26100, 22.4, -1.0, -1.0, -1, -1, 0.15294117647058825, 0.14901960784313725, 0.2019607843137255, 0.1784313725490196, 0.17450980392156862, 0.14313725490196078
26120, 22.5, -0.6, -1.0, -1, 1, 0.16348195329087048, 0.1932059447983015, 0.17834394904458598, 0.17197452229299362, 0.1910828025477707, 0.10191082802547771
26140, 23.4, -1.0, -1.0, -1, -1, 0.16833333333333333, 0.17666666666666667, 0.18, 0.19333333333333333, 0.16666666666666666, 0.115
26160, 27.4, -1.0, -1.0, -1, -1, 0.1554160125588697, 0.14599686028257458, 0.19623233908948196, 0.20565149136577707, 0.17896389324960754, 0.11773940345368916
26180, 21.5, -1.0, -1.0, -1, -1, 0.14807302231237324, 0.17849898580121704, 0.18864097363083165, 0.19066937119675456, 0.18864097363083165, 0.10547667342799188
26200, 22.9, -1.0, -1.0, -1, -1, 0.16748768472906403, 0.18226600985221675, 0.18472906403940886, 0.2044334975369458, 0.12561576354679804, 0.1354679802955665
26220, 17.7, -1.0, -1.0, -1, -1, 0.17037037037037037, 0.145679012345679, 0.18765432098765433, 0.18765432098765433, 0.17037037037037037, 0.1382716049382716
26240, 31.4, -0.8, -1.0, -1, 1, 0.16314779270633398, 0.18809980806142035, 0.19577735124760076, 0.1708253358925144, 0.15738963531669867, 0.12476007677543186
26260, 35.1, -1.0, -1.0, -1, -1, 0.14972273567467653, 0.21072088724584104, 0.18114602587800369, 0.16820702402957485, 0.17744916820702403, 0.11275415896487985
26280, 21.7, -1.0, -1.0, -1, -1, 0.11904761904761904, 0.18055555555555555, 0.22817460317460317, 0.16865079365079366, 0.16666666666666666, 0.13690476190476192
26300, 16.9, -1.0, -1.0, -1, -1, 0.15555555555555556, 0.18024691358024691, 0.18518518518518517, 0.18024691358024691, 0.16049382716049382, 0.1382716049382716
26320, 24.2, -1.0, -1.0, -1, -1, 0.14978902953586498, 0.17932489451476794, 0.17721518987341772, 0.1877637130801688, 0.18565400843881857, 0.12025316455696203
26340, 22.9, -1.0, -1.0, -1, -1, 0.15833333333333333, 0.15625, 0.1875, 0.15625, 0.22083333333333333, 0.12083333333333333
26360, 22.5, -1.0, -1.0, -1, -1, 0.16475972540045766, 0.16018306636155608, 0.18306636155606407, 0.18764302059496568, 0.17848970251716248, 0.12585812356979406
