episodes,mean timesteps,mean reward,median reward,min reward,max reward,stop,up,left,down,right,bomb
640, 28.4, -1.0, -1.0, -1, -1, 0.16533333333333333, 0.19333333333333333, 0.27066666666666667, 0.17066666666666666, 0.10933333333333334, 0.09066666666666667
660, 28.1, -1.0, -1.0, -1, -1, 0.17450682852807284, 0.17602427921092564, 0.26555386949924126, 0.18968133535660092, 0.1274658573596358, 0.06676783004552352
680, 30.2, -0.8, -1.0, -1, 1, 0.16170763260025872, 0.18111254851228978, 0.25614489003880986, 0.2315653298835705, 0.10478654592496765, 0.0646830530401035
700, 23.3, -1.0, -1.0, -1, -1, 0.15019011406844107, 0.20532319391634982, 0.25665399239543724, 0.1958174904942966, 0.11216730038022814, 0.07984790874524715
720, 36.3, -1.0, -1.0, -1, -1, 0.17958656330749354, 0.1744186046511628, 0.2571059431524548, 0.20284237726098192, 0.11886304909560723, 0.06718346253229975
740, 35.8, -1.0, -1.0, -1, -1, 0.15111695137976347, 0.21944809461235218, 0.2457293035479632, 0.2233902759526938, 0.11038107752956636, 0.04993429697766097
760, 45.0, -1.0, -1.0, -1, -1, 0.1677175283732661, 0.18789407313997478, 0.23959646910466584, 0.22194199243379573, 0.11979823455233292, 0.06305170239596469
780, 31.8, -1.0, -1.0, -1, -1, 0.13466666666666666, 0.22533333333333333, 0.24533333333333332, 0.21333333333333335, 0.112, 0.06933333333333333
800, 39.3, -1.0, -1.0, -1, -1, 0.14969135802469136, 0.2222222222222222, 0.23919753086419754, 0.2191358024691358, 0.0941358024691358, 0.07561728395061729
820, 30.3, -1.0, -1.0, -1, -1, 0.14834437086092717, 0.2503311258278146, 0.23178807947019867, 0.20927152317880796, 0.11125827814569536, 0.04900662251655629
840, 36.9, -1.0, -1.0, -1, -1, 0.12138728323699421, 0.24421965317919075, 0.2153179190751445, 0.21965317919075145, 0.13005780346820808, 0.06936416184971098
860, 42.4, -0.8, -1.0, -1, 1, 0.1671270718232044, 0.27624309392265195, 0.19889502762430938, 0.1919889502762431, 0.11602209944751381, 0.049723756906077346
880, 31.6, -1.0, -1.0, -1, -1, 0.12949640287769784, 0.26618705035971224, 0.1960431654676259, 0.22661870503597123, 0.1223021582733813, 0.05935251798561151
900, 30.9, -1.0, -1.0, -1, -1, 0.1411589895988113, 0.31054977711738485, 0.20802377414561665, 0.1812778603268945, 0.10549777117384844, 0.05349182763744428
920, 35.4, -1.0, -1.0, -1, -1, 0.14263803680981596, 0.25, 0.20705521472392638, 0.20398773006134968, 0.1273006134969325, 0.06901840490797546
940, 54.9, -1.0, -1.0, -1, -1, 0.1423785594639866, 0.2998324958123953, 0.20938023450586266, 0.2018425460636516, 0.10636515912897822, 0.04020100502512563
960, 56.1, -1.0, -1.0, -1, -1, 0.14792899408284024, 0.3047337278106509, 0.1804733727810651, 0.19723865877712032, 0.12721893491124261, 0.04240631163708087
980, 44.4, -1.0, -1.0, -1, -1, 0.1276595744680851, 0.28035043804755944, 0.20400500625782228, 0.22152690863579474, 0.10763454317897372, 0.058823529411764705
1000, 37.9, -1.0, -1.0, -1, -1, 0.11659192825112108, 0.2858744394618834, 0.20179372197309417, 0.2219730941704036, 0.13004484304932734, 0.043721973094170405
